square_footage,num_bedrooms,location,price
2421,1,Los Angeles,451112
2187,4,San Francisco,481318
2022,2,Los Angeles,434029
1517,2,Boston,371152
1138,2,New York,221358
1458,4,Dallas,402764
1761,4,Austin,448443
1228,4,Los Angeles,377242
1698,4,Seattle,412492
938,3,Austin,247304
1341,2,Los Angeles,298971
2904,3,Seattle,574157
2055,2,New York,365670
1183,4,Dallas,365971
993,4,Houston,360901
2695,3,Houston,527268
1531,1,Los Angeles,292726
2963,4,Dallas,599558
1484,1,Los Angeles,315286
881,2,New York,252933
1331,3,Seattle,373587
2783,1,Dallas,434457
1020,1,Austin,162997
1434,4,Seattle,370361
2569,1,Austin,455154
2674,1,Austin,472620
802,2,New York,191226
2517,3,San Francisco,574948
1005,4,San Francisco,398744
2655,4,Dallas,613796
839,1,Boston,142994
2906,2,Miami,511803
1443,1,San Francisco,217627
2330,1,Dallas,441982
2707,4,Austin,617002
2943,1,Houston,450618
1697,1,San Francisco,256939
1885,2,New York,339114
2079,4,Dallas,488883
1470,3,Miami,369045
2305,2,Los Angeles,407615
1518,2,Boston,296636
1871,2,Austin,408513
2755,4,Austin,661038
1959,1,Los Angeles,297591
1049,3,San Francisco,346887
2692,4,Houston,557639
2653,1,Los Angeles,417089
2303,2,Houston,442355
2034,4,Austin,546034
843,1,Miami,179199
1382,3,San Francisco,332336
2088,3,Dallas,458472
1019,1,Austin,154590
2725,4,Los Angeles,642794
1790,2,Houston,377288
2612,1,Houston,423411
1657,2,Austin,369377
1603,3,Austin,371559
1289,1,Miami,212831
2580,3,Miami,492247
2293,2,Chicago,447571
2505,2,Los Angeles,447133
853,1,New York,192485
1415,1,Los Angeles,237569
1882,1,Miami,321634
2648,3,Chicago,520928
1754,2,San Francisco,412256
2429,2,Austin,444792
1449,3,Boston,404196
1194,1,Los Angeles,221621
2159,4,Los Angeles,538627
1170,1,Seattle,262488
1657,4,Miami,410687
1590,4,Boston,432136
1457,3,Dallas,333455
2192,2,Seattle,466109
1183,2,New York,257474
2909,2,Los Angeles,551316
1038,2,Chicago,223402
994,3,Chicago,265605
2908,4,Dallas,655990
1952,2,Houston,403871
2815,4,Seattle,580748
955,3,Seattle,320960
1722,1,Chicago,316756
2409,3,Chicago,556308
1774,2,Austin,345833
2030,1,Chicago,371932
2614,3,Miami,549258
1637,3,Chicago,349461
2807,4,Seattle,620155
2163,3,Austin,498326
1003,1,New York,233409
960,3,Seattle,308322
1191,2,Chicago,265322
1568,4,Chicago,455612
1893,1,Chicago,350189
1204,1,Austin,244404
1407,3,Los Angeles,372777
2414,2,Austin,418540
2340,4,San Francisco,598473
2637,1,Miami,463110
1489,4,Boston,389101
2040,3,Miami,418730
2903,2,Chicago,550242
1165,3,Boston,296130
2522,4,New York,557272
1254,3,Houston,352485
903,4,Seattle,322563
876,1,Los Angeles,141549
1029,1,Houston,209364
2737,3,Austin,548952
2005,1,San Francisco,383667
1692,4,Dallas,453357
2373,1,Miami,453845
2874,2,Houston,481343
2475,2,San Francisco,423664
1098,3,Chicago,268556
1756,3,Austin,435199
1914,3,Austin,468435
2274,3,Seattle,500049
1164,4,Boston,365992
2498,4,Boston,537170
1150,2,Houston,236272
2704,4,New York,582982
1811,1,Boston,371095
1298,2,Boston,314362
1749,3,Chicago,447294
2794,3,Chicago,599499
2846,4,San Francisco,590484
1307,2,Austin,269441
2127,4,Austin,554426
965,4,Austin,331715
1719,4,San Francisco,499057
913,2,Dallas,199047
1791,3,Chicago,387489
2751,1,San Francisco,495960
2058,3,Austin,446393
1314,2,Houston,299088
2031,3,Chicago,454419
1508,3,Los Angeles,328669
2985,1,Boston,460218
1138,3,Chicago,309725
867,3,Chicago,233215
2396,3,Austin,517003
2364,4,Miami,581506
1182,2,Dallas,270551
818,2,Chicago,220226
2921,1,San Francisco,467092
1372,4,New York,400817
2099,4,Austin,525405
2743,3,Austin,543659
1450,2,Miami,306865
2445,1,Seattle,368157
1793,4,New York,483031
2138,3,Los Angeles,446676
1700,1,Boston,296969
2484,4,Seattle,560925
2385,1,Houston,414491
2723,4,Chicago,573965
2581,1,Houston,423324
1936,4,Los Angeles,517730
2744,4,San Francisco,567300
1837,1,Dallas,349213
2538,4,San Francisco,584079
1087,4,San Francisco,340441
2390,4,San Francisco,584776
2545,1,New York,448831
1898,1,Austin,373927
1739,4,Chicago,468134
2248,4,Boston,569254
1370,1,New York,267706
1800,3,Seattle,463590
2005,4,Seattle,529343
1717,3,New York,417035
2674,1,Los Angeles,472639
1632,4,Houston,428832
2478,3,New York,489856
1415,1,New York,261566
1205,3,Boston,329537
2549,2,Boston,525449
892,1,Austin,175379
1453,2,Boston,325524
1233,1,Austin,257211
1935,1,San Francisco,377468
1174,4,Houston,419363
1866,2,Los Angeles,389135
1006,2,Houston,253804
1579,2,Austin,368571
2119,1,Boston,354590
1941,2,New York,414280
1331,2,Chicago,299204
889,4,San Francisco,290549
1917,3,Miami,426582
812,3,Seattle,314686
2657,2,Austin,529960
1604,2,Houston,295080
1744,2,Boston,342035
2657,2,San Francisco,478670
2410,3,Seattle,533655
2759,4,Miami,566457
1852,1,New York,352718
1095,2,New York,288366
1725,2,Austin,394074
1439,3,Austin,337876
1427,2,Boston,281223
1967,4,Chicago,533866
1741,4,Boston,445412
1629,2,Los Angeles,346253
2570,3,San Francisco,532656
1775,2,San Francisco,388496
1754,2,Houston,412224
2062,3,New York,487064
1751,4,Dallas,474951
1743,1,Boston,353041
2004,2,Houston,414914
2935,4,Austin,686938
2334,2,San Francisco,420549
1896,1,Austin,377642
978,3,Boston,277166
2628,4,Seattle,632321
2057,1,Austin,332829
1264,2,Dallas,251437
2574,1,San Francisco,410309
2030,4,Boston,466720
1684,3,Houston,356565
2132,2,Chicago,412076
2454,3,Chicago,495330
1744,3,Boston,450765
1724,1,Chicago,300520
2738,1,San Francisco,475865
1293,4,Seattle,405494
2346,4,Austin,595306
2769,3,Dallas,598259
1894,4,Miami,528791
2625,3,Houston,592760
1562,2,San Francisco,307336
849,3,New York,292672
1705,4,Los Angeles,410597
1363,4,Los Angeles,440700
1582,3,Houston,388072
2840,1,San Francisco,438893
2631,3,Boston,499299
1383,3,Austin,338021
2119,1,Boston,329463
1035,2,Boston,259083
2903,1,New York,497873
2742,4,Chicago,651264
1159,1,Los Angeles,215232
2730,4,Miami,611848
909,4,Miami,374419
991,3,Austin,302355
1703,3,Los Angeles,431092
1916,2,New York,435249
1661,4,Houston,485080
1883,3,San Francisco,460263
1449,4,Boston,423167
838,2,Boston,256684
1436,4,Dallas,444069
1836,2,Houston,369542
835,2,Dallas,245432
2948,2,Dallas,505908
2161,3,Chicago,430240
2783,1,Miami,470352
965,1,Dallas,236920
2679,3,Boston,593607
830,4,Los Angeles,355428
810,3,Los Angeles,265252
2811,4,Chicago,591293
2943,2,Los Angeles,531097
1285,3,Boston,357832
2089,1,Miami,393679
2247,4,Miami,584380
2743,3,Miami,584424
2763,3,San Francisco,598881
2651,4,Houston,566124
2269,2,San Francisco,427752
2166,2,San Francisco,457387
1790,2,San Francisco,335004
1624,2,Los Angeles,300368
2262,4,Seattle,563343
2953,1,Los Angeles,538296
1025,3,Seattle,254370
1576,3,Los Angeles,356847
1912,2,Boston,435557
1487,4,Houston,392168
1329,1,New York,261401
1771,1,New York,312249
1735,3,San Francisco,426744
2222,2,New York,393500
2953,3,Houston,637804
2094,3,Houston,513166
2798,1,Austin,478404
2326,4,Chicago,552387
1478,1,Houston,268165
839,3,Chicago,255690
1905,2,New York,424190
1644,2,Chicago,315035
2543,4,Seattle,579347
1246,4,Boston,434507
2034,4,Chicago,518976
2150,3,Boston,512227
1026,3,San Francisco,303312
847,4,New York,349332
2262,2,Boston,417784
2630,2,Dallas,483158
986,2,San Francisco,203953
2732,3,Boston,609384
1648,1,Austin,329255
2832,2,Chicago,530051
2052,2,Austin,398445
2213,2,Houston,384495
1778,4,Seattle,496683
2412,3,San Francisco,557295
1816,4,Miami,499613
2681,4,Miami,560710
1069,1,Boston,222725
2430,4,Chicago,518162
1109,1,New York,244941
2843,4,Miami,615947
2374,2,New York,458706
1895,3,Miami,446362
2495,4,San Francisco,602584
2245,1,Miami,407094
2967,3,Houston,553098
1019,1,Los Angeles,231493
852,2,Boston,184320
2557,4,Seattle,550478
2274,3,Miami,496468
2466,2,Chicago,443401
2060,4,Seattle,512751
1519,4,New York,414041
1205,1,Austin,210226
871,1,Houston,157598
2653,2,Dallas,452433
2853,1,Dallas,484073
2029,2,Seattle,394237
2367,2,Austin,488067
1186,2,Chicago,304154
2591,1,Seattle,469559
1498,3,New York,413480
2000,2,San Francisco,411055
1626,3,Seattle,437065
2622,4,Dallas,574557
1148,1,Los Angeles,190527
2078,1,Dallas,383004
1107,3,Austin,290916
1950,4,New York,487149
2760,4,Chicago,573166
1565,2,Houston,381029
1524,1,Boston,310934
2419,4,Los Angeles,521892
1182,4,Houston,339269
1324,2,Seattle,300480
1075,2,Los Angeles,283989
1136,3,Austin,333988
2773,1,New York,420591
1280,4,Chicago,370536
1710,3,Houston,436410
2796,1,Seattle,433946
2151,3,New York,436752
2833,1,Seattle,523845
2554,1,Chicago,482153
908,4,Houston,295229
1127,1,Seattle,216595
2599,2,New York,451172
1114,4,Seattle,329754
1934,2,Houston,396763
1580,3,New York,412501
2320,3,Austin,507687
955,1,San Francisco,150758
2296,1,New York,392259
2524,2,Los Angeles,450732
1686,2,San Francisco,368700
1521,2,Seattle,294175
1712,3,Houston,433824
1670,2,New York,366424
812,4,Houston,339407
1297,4,New York,369520
2556,3,Houston,531136
1917,2,Los Angeles,417540
1994,2,Boston,356940
2804,1,San Francisco,450254
2447,4,San Francisco,594435
2390,3,New York,510908
2290,2,Seattle,479439
942,1,Chicago,217267
2024,3,Chicago,426042
1364,3,San Francisco,369843
2515,4,Boston,533880
1216,2,Chicago,280136
2648,3,Miami,510208
2517,1,Chicago,425037
2190,1,Dallas,396895
1867,3,Houston,382443
2666,1,San Francisco,494580
1921,3,Boston,444121
2088,1,Seattle,392827
2606,3,New York,578891
2987,3,Austin,616707
2304,3,Los Angeles,520252
1816,1,San Francisco,342907
1752,3,Boston,392444
871,4,New York,370265
2490,3,Austin,567363
2091,2,Dallas,399772
2144,2,San Francisco,374997
2954,4,Seattle,647669
1682,3,Los Angeles,430248
938,2,Austin,242833
2304,3,Seattle,494119
1532,2,Chicago,350857
2548,1,New York,411351
1223,1,San Francisco,186922
2391,4,New York,560419
1189,4,Austin,333831
1141,3,Miami,310127
1745,4,Miami,431633
1413,3,Los Angeles,400865
1292,1,Chicago,218065
991,1,Dallas,201394
1298,2,Boston,268356
1621,3,San Francisco,352454
2535,1,San Francisco,466866
2056,1,Austin,354311
2768,3,Miami,558213
1026,2,Houston,281881
2194,2,Dallas,419414
2986,2,Austin,520757
1616,2,Dallas,321294
2273,1,Houston,379520
1886,3,Miami,448980
903,3,Seattle,274870
2674,1,Houston,482688
1670,1,Austin,306710
1467,1,Boston,247784
2842,4,Dallas,612519
1072,3,Chicago,327772
1829,3,Austin,430163
1851,3,Seattle,388657
2373,2,Boston,434291
1092,1,Miami,260350
2905,1,Los Angeles,485161
2092,1,San Francisco,386887
1107,4,Houston,394699
1776,3,San Francisco,414831
2051,1,Austin,312491
2070,4,Miami,501229
2317,1,New York,430188
2930,2,Boston,574147
2009,3,Chicago,477979
2178,4,San Francisco,549782
2573,1,Dallas,443754
2519,3,Seattle,575185
2842,4,San Francisco,628306
1595,3,Austin,360834
1696,3,Boston,414991
2761,2,Boston,483511
1009,3,Houston,331370
1767,4,New York,462921
1271,3,Houston,304751
1722,4,Los Angeles,451074
936,3,Chicago,283101
1166,1,Miami,188161
983,2,Austin,210659
2198,1,Austin,358347
1336,2,Miami,258621
2402,4,Miami,558133
2073,2,Miami,446363
1896,3,New York,409957
2105,3,Miami,514284
1715,1,Miami,264776
951,2,San Francisco,193901
1828,4,Dallas,456788
2018,4,Boston,507192
2777,3,Miami,523439
1070,4,San Francisco,404802
1986,3,Los Angeles,427046
1259,3,Boston,341168
904,3,Chicago,309188
2510,1,Boston,474584
1233,1,New York,222588
939,3,Miami,241997
2294,3,Boston,446947
886,3,Los Angeles,318670
2511,4,New York,586985
928,3,Miami,324190
2069,3,Houston,443738
2401,2,Boston,474497
1469,2,Miami,369617
948,2,Houston,232183
1784,2,New York,361420
1651,3,Seattle,373726
2256,2,Dallas,419152
1427,4,Seattle,424583
2292,4,Houston,509803
2844,2,Austin,549554
1683,1,Dallas,270160
2588,4,Dallas,603857
1049,4,Los Angeles,344431
1747,2,Los Angeles,362278
1774,2,Miami,409409
2125,3,Boston,501852
1783,4,Seattle,516548
1688,2,Chicago,323855
2917,2,Austin,496033
1674,3,Chicago,449324
2126,4,Miami,508994
1270,2,Houston,281950
2787,3,Dallas,543259
890,2,Austin,229816
1329,1,Miami,217906
1460,1,Austin,246962
1538,2,San Francisco,296338
1671,4,Seattle,439404
2486,1,Los Angeles,459519
991,3,Seattle,321267
2786,2,Chicago,522276
2985,3,Austin,561103
1144,1,New York,256988
1808,4,Los Angeles,492496
1002,3,Chicago,264071
1372,1,San Francisco,271826
991,1,San Francisco,152913
2852,1,New York,435569
2713,3,Dallas,532284
2516,1,Austin,460517
1110,2,San Francisco,249249
2903,1,Los Angeles,447085
1242,2,Chicago,301410
2060,4,New York,460904
1669,2,Dallas,371155
1384,4,Dallas,388568
2394,4,Miami,510750
2337,2,Chicago,413017
1159,4,Los Angeles,422181
2523,2,San Francisco,475350
2877,3,Miami,619730
2602,4,Boston,575818
2811,2,Los Angeles,564466
2955,4,Austin,661665
1643,1,Chicago,250807
2425,2,New York,507587
1690,1,San Francisco,264365
2791,4,Boston,637018
2782,4,Austin,661704
1759,3,New York,424889
2268,2,San Francisco,487139
2261,1,Houston,410444
1531,3,Houston,332571
1405,4,Dallas,460487
1414,4,Boston,366528
2804,3,Boston,594247
2519,1,Houston,466633
1473,4,Miami,423507
2070,4,Miami,556483
2387,2,Dallas,420416
2411,3,San Francisco,508573
1696,4,Miami,434964
2262,1,Miami,414811
1077,2,Seattle,214192
1351,3,Seattle,316499
2436,1,Los Angeles,384744
2958,4,Seattle,614914
1560,3,San Francisco,372226
2249,3,San Francisco,529041
1204,1,Seattle,203122
2158,3,Austin,430380
2032,1,New York,317307
821,4,Dallas,348105
1477,2,San Francisco,320557
2828,1,Houston,473553
2031,2,San Francisco,442745
2855,3,Los Angeles,596946
2608,1,San Francisco,435433
1328,4,Boston,400065
2837,1,Houston,433422
2476,1,New York,379239
1456,1,San Francisco,234052
965,2,Seattle,201609
1648,2,San Francisco,330720
1295,3,Dallas,373090
1389,3,Los Angeles,357616
1228,3,Dallas,353716
962,3,New York,283393
2062,1,New York,361270
871,2,New York,230270
1454,2,Los Angeles,268525
1068,2,Dallas,283877
2576,2,Miami,487127
2068,3,Boston,485793
1815,1,New York,322235
1883,2,Austin,429789
805,4,Dallas,317834
1781,1,Dallas,336792
1206,4,Seattle,416523
2753,1,Chicago,414358
2873,1,Chicago,516351
1785,1,Houston,323087
1189,4,Los Angeles,367962
1509,2,New York,315513
2271,2,Seattle,406493
1553,4,New York,432314
2993,2,New York,527427
2211,3,Seattle,529643
2072,2,Seattle,421882
1325,3,Boston,326080
2285,3,San Francisco,537497
2860,3,Chicago,566569
1355,4,San Francisco,451453
818,2,Houston,220814
1374,2,Seattle,323394
1803,4,Los Angeles,484556
2738,4,Houston,599248
2739,2,Seattle,523448
2435,4,San Francisco,609955
2498,4,Miami,535960
2969,3,Miami,577700
1231,4,Chicago,376391
2891,3,Austin,631864
2695,1,Los Angeles,449431
2743,3,New York,594896
2140,3,Dallas,421840
944,4,Houston,354022
1873,2,Seattle,348675
1888,1,Miami,295499
1599,1,Austin,290502
1951,1,Los Angeles,388175
2756,2,Los Angeles,553441
1262,1,Miami,260395
2574,1,Dallas,418697
2845,2,Austin,485457
1607,1,Boston,289993
986,4,Dallas,361703
2543,4,San Francisco,625005
1531,3,Los Angeles,418027
2735,3,Austin,595426
2013,3,Miami,500112
2211,4,Los Angeles,556926
1228,4,Dallas,337355
2107,4,New York,489622
2017,3,New York,462244
2110,3,Los Angeles,483014
1570,3,Austin,411533
1557,3,Austin,378393
935,3,Houston,325217
1591,3,San Francisco,374007
970,4,Houston,318667
2380,2,Houston,478478
1761,2,San Francisco,333133
1675,3,Miami,386526
902,2,New York,230579
1801,2,Miami,379633
1948,4,Houston,525313
2281,3,Austin,513601
1457,3,San Francisco,410419
2020,2,Dallas,355045
1222,3,Seattle,373016
970,3,Seattle,287844
1252,3,Chicago,297364
2775,3,Los Angeles,527355
2457,2,Boston,475304
2853,1,Boston,448006
1087,2,Dallas,276615
2441,4,Chicago,563839
2247,1,New York,369185
2713,1,Dallas,439762
1407,1,Houston,281097
1256,2,Dallas,261172
2564,4,Seattle,615557
2025,2,Boston,446402
2035,4,New York,463025
1829,2,Los Angeles,416832
1246,2,Houston,291423
1634,2,Los Angeles,305807
1610,1,Seattle,254872
2224,2,Chicago,478950
2211,4,Los Angeles,543176
1758,4,Chicago,478806
2275,4,Houston,579393
1608,1,Boston,294675
1778,2,Austin,373901
1525,2,Dallas,306707
2016,3,Miami,498214
2997,1,New York,505793
2703,4,San Francisco,629202
1578,4,San Francisco,462242
1772,2,Houston,349793
2338,4,Dallas,534716
2216,2,Dallas,407754
2923,2,Dallas,537087
1398,3,New York,394462
1024,1,Boston,237102
2353,2,Austin,407798
2960,2,Dallas,536673
1640,2,Miami,307783
2614,3,Austin,556794
1513,2,New York,338815
1906,1,Dallas,339807
924,1,Houston,189269
1892,4,New York,444724
2079,1,Austin,382028
2550,4,Chicago,603232
829,1,Chicago,201041
2817,4,Houston,650141
1294,2,Los Angeles,264252
2409,3,San Francisco,469422
1517,3,Houston,409051
1816,3,Chicago,417087
2137,2,Houston,468076
1405,3,Seattle,332692
1174,1,Chicago,223517
2760,4,Boston,656379
1848,2,Dallas,388459
2157,3,Boston,429040
915,1,Los Angeles,158969
2895,1,Houston,483450
2601,2,Seattle,478834
2946,2,Chicago,510794
2282,3,Dallas,473137
2346,4,Seattle,554712
2420,3,Seattle,530282
1484,3,Boston,413207
2271,2,San Francisco,464356
2399,3,Austin,558787
2968,3,San Francisco,601332
1609,4,Houston,469775
1777,1,Houston,326711
2901,1,San Francisco,454254
2154,4,Austin,488240
1583,1,Chicago,330722
1040,3,Seattle,264152
2578,4,Seattle,585186
2353,4,San Francisco,588227
1282,2,San Francisco,280447
1812,1,New York,359690
986,2,Austin,206566
2681,3,Boston,596089
1752,4,Seattle,447526
2187,3,Boston,476739
1290,1,Dallas,239616
1230,2,Chicago,305920
1038,1,San Francisco,233548
875,3,New York,316784
2156,2,New York,377220
2723,1,Houston,412772
2581,3,Dallas,525385
1626,1,Chicago,303861
1390,4,Chicago,408856
2919,2,Los Angeles,512773
2702,2,San Francisco,543778
2710,2,Houston,490250
1374,4,Austin,453969
1691,2,Austin,392098
2859,4,Miami,600833
940,2,Chicago,278610
2589,1,Boston,394255
816,1,Dallas,177883
1886,1,New York,307928
1052,1,San Francisco,227409
1264,4,Dallas,391646
1175,3,Seattle,278484
2627,3,Los Angeles,574859
1319,1,New York,271017
2660,3,Dallas,554011
889,3,Dallas,245411
1519,2,Los Angeles,327103
1429,4,Dallas,453704
2684,1,Houston,447267
875,3,New York,320490
1725,3,Seattle,417546
2605,1,New York,485648
1769,2,Los Angeles,379415
1894,1,Seattle,360486
2828,2,Austin,504838
2204,3,San Francisco,513055
994,4,Chicago,322984
1027,2,Austin,301066
2259,2,Houston,419547
1260,1,New York,272620
1417,3,Seattle,408387
863,4,San Francisco,286564
2874,1,San Francisco,461650
1084,1,Los Angeles,170069
2483,4,Los Angeles,570221
1637,3,Los Angeles,352042
1630,4,Boston,396471
1987,1,New York,344400
1023,1,Miami,163094
1583,2,Houston,379155
1749,4,Dallas,476544
844,4,Houston,359232
2610,4,Chicago,554034
1270,1,Los Angeles,203268
2881,3,Chicago,554775
1629,1,Houston,273010
2709,2,Boston,546030
2691,1,Chicago,478826
1491,1,New York,243682
